time,raw_emg
3.005,0.9507
3.006,0.588
3.007,-0.8393
3.008,0.2461
3.009,1.1409
3.01,4.2893
3.011,0.4714
3.012,-0.8202
3.013,-3.4865
3.014,-0.361
3.015,0.0081
3.016,-0.2654
3.017,-0.5967
3.018,-3.034
3.019,1.4656
3.02,0.4049
3.021,-0.4001
3.022,-0.5087
3.023,-0.6967
3.024,-1.9839
3.025,2.3356
3.026,0.7347
3.027,-0.213
3.028,-2.8879
3.029,0.4069
3.03,-0.9176
3.031,0.3268
3.032,1.1144
3.033,0.8984
3.034,2.5042
3.035,-0.2587
3.036,1.2047
3.037,-0.6637
3.038,-1.7264
3.039,3.0084
3.04,1.5112
3.041,-0.2631
3.042,0.6637
3.043,1.0445
3.044,2.0504
3.045,-2.4204
3.046,1.8472
3.047,-0.6267
3.048,-0.4754
3.049,-0.4997
3.05,-0.1817
3.051,-0.6879
3.052,0.446
3.053,-0.4175
3.054,-1.5185
3.055,-0.5823
3.056,0.542
3.057,0.0993
3.058,1.7201
3.059,-1.7649
3.06,-3.6031
3.061,-1.3863
3.062,5.1106
3.063,0.5363
3.064,-0.1019
3.065,-1.085
3.066,-0.6795
3.067,-1.287
3.068,0.4784
3.069,1.2968
3.07,-1.5565
3.071,0.2176
3.072,0.1512
3.073,-3.7211
3.074,2.3607
3.075,-1.5489
3.076,-0.2219
3.077,-1.0258
3.078,-0.5955
3.079,3.4833
3.08,-1.3522
3.081,0.0934
3.082,2.0321
3.083,0.4987
3.084,-2.2247
3.085,1.8057
3.086,1.3001
3.087,0.2864
3.088,-0.5001
3.089,0.9566
3.09,-0.4067
3.091,-1.2239
3.092,1.1398
3.093,1.8658
3.094,0.2575
3.095,-0.5847
3.096,-1.2161
3.097,0.034
3.098,-0.3476
3.099,1.3025
3.1,3.4677
3.101,0.5453
3.102,0.6481
3.103,-1.0297
3.104,0.7474
3.105,-0.6152
3.106,0.3907
3.107,1.0849
3.108,-1.0879
3.109,-0.3278
3.11,-2.1052
3.111,0.1247
3.112,1.6692
3.113,2.1685
3.114,-0.409
3.115,2.5227
3.116,2.2244
3.117,-0.3783
3.118,0.2323
3.119,1.5333
3.12,1.3855
3.121,0.2595
3.122,-0.2581
3.123,-1.5167
3.124,-0.0393
3.125,-1.0098
3.126,0.9715
3.127,0.4438
3.128,0.9059
3.129,1.9103
3.13,-0.105
3.131,5.3122
3.132,-2.3014
3.133,-0.7256
3.134,-2.2811
3.135,-2.2841
3.136,-0.1678
3.137,-4.0479
3.138,0.2052
3.139,0.0708
3.14,-1.0914
3.141,-0.2145
3.142,1.0829
3.143,0.5769
3.144,-0.4062
3.145,-0.4087
3.146,-0.9758
3.147,0.3695
3.148,-3.0448
3.149,-1.7639
3.15,-0.1229
3.151,-2.6115
3.152,-1.8735
3.153,0.1388
3.154,-0.2298
3.155,0.8055
3.156,-0.7194
3.157,-0.633
3.158,-1.4368
3.159,0.6565
3.16,-0.8081
3.161,1.139
3.162,-0.0454
3.163,-2.1445
3.164,-0.3223
3.165,1.4723
3.166,-1.2545
3.167,0.0487
3.168,-1.5147
3.169,0.768
3.17,-1.2501
3.171,0.5367
3.172,-0.2151
3.173,-0.8784
3.174,-2.6833
3.175,1.4504
3.176,-0.0748
3.177,1.4136
3.178,1.8332
3.179,2.0418
3.18,0.0677
3.181,-0.0244
3.182,-2.4731
3.183,-2.0453
3.184,0.3247
3.185,-0.6184
3.186,-0.4839
3.187,2.0549
3.188,-0.5325
3.189,1.2341
3.19,-1.3743
3.191,0.356
3.192,1.1434
3.193,-1.779
3.194,-2.2108
3.195,-1.6131
3.196,-0.3362
3.197,-0.9636
3.198,-0.4183
3.199,3.8919
3.2,0.4045
3.201,-0.5962
3.202,0.9704
3.203,0.2262
3.204,1.5182
3.205,-1.5398
3.206,-1.7769
3.207,-2.7756
3.208,-1.846
3.209,1.196
3.21,-2.363
3.211,1.0802
3.212,1.725
3.213,1.2671
3.214,-1.522
3.215,-0.6941
3.216,-1.0535
3.217,-3.0439
3.218,-0.9156
3.219,-1.4708
3.22,-1.3309
3.221,-0.0505
3.222,-2.3121
3.223,-0.0955
3.224,-0.9774
3.225,-1.2872
3.226,-0.7626
3.227,0.7772
3.228,-0.0744
3.229,1.3655
3.23,0.0284
3.231,-1.0072
3.232,1.6571
3.233,-0.9839
3.234,-0.1531
3.235,-2.0187
3.236,-0.5629
3.237,0.1378
3.238,-0.9527
3.239,0.4208
3.24,-0.2807
3.241,-0.7655
3.242,-0.6223
3.243,1.2934
3.244,-1.0251
3.245,-0.8078
3.246,2.1277
3.247,-0.4912
3.248,-0.4568
3.249,1.8557
3.25,0.5964
3.251,-2.2562
3.252,0.3987
3.253,-2.9107
3.254,-1.3021
3.255,-0.9639
3.256,1.0911
3.257,-0.1186
3.258,-1.6628
3.259,-0.6573
3.26,-0.5395
3.261,0.0396
3.262,0.8309
3.263,0.5165
3.264,-2.5175
3.265,-1.3197
3.266,0.0006
3.267,0.0128
3.268,-4.1191
3.269,0.0386
3.27,-1.1824
3.271,0.6694
3.272,1.2814
3.273,0.1275
3.274,-0.0631
3.275,-2.5316
3.276,0.3471
3.277,2.2307
3.278,-0.7828
3.279,2.2886
3.28,0.8785
3.281,-0.9578
3.282,0.7898
3.283,-0.0488
3.284,0.9875
3.285,-0.7109
3.286,1.6926
3.287,1.8656
3.288,-1.323
3.289,0.832
3.29,0.4556
3.291,-0.0238
3.292,-0.2244
3.293,0.2277
3.294,-1.4253
3.295,-0.4438
3.296,-2.013
3.297,1.748
3.298,-1.0455
3.299,1.1132
3.3,-1.8991
3.301,2.1646
3.302,0.2684
3.303,-0.5139
3.304,-0.0693
3.305,-0.1394
3.306,0.1773
3.307,1.8221
3.308,0.8508
3.309,-0.3004
3.31,-2.3572
3.311,-0.5767
3.312,1.8383
3.313,-0.3795
3.314,-1.1423
3.315,-0.7033
3.316,0.151
3.317,0.3277
3.318,1.5345
3.319,0.9665
3.32,1.332
3.321,-1.7265
3.322,2.0087
3.323,-0.1685
3.324,-1.0166
3.325,-0.2087
3.326,-0.8981
3.327,-0.18
3.328,-0.5296
3.329,-0.3706
3.33,-0.3017
3.331,-2.0667
3.332,-1.3933
3.333,-0.3862
3.334,-1.654
3.335,-1.5205
3.336,-0.9536
3.337,1.5192
3.338,0.0209
3.339,-0.1923
3.34,-1.3109
3.341,-0.9227
3.342,0.0352
3.343,1.0704
3.344,-1.0465
3.345,-0.1407
3.346,1.0099
3.347,1.027
3.348,1.0493
3.349,-1.1165
3.35,0.2822
3.351,-1.3603
3.352,-1.7531
3.353,-0.8675
3.354,-0.3896
3.355,-0.2579
3.356,-0.1157
3.357,-1.285
3.358,-0.1414
3.359,-0.3165
3.36,0.3621
3.361,-0.1038
3.362,0.9377
3.363,1.3035
3.364,0.2333
3.365,1.5603
3.366,-0.7725
3.367,2.981
3.368,-0.8816
3.369,-1.7904
3.37,-0.0732
3.371,1.2609
3.372,-0.2912
3.373,0.0074
3.374,-0.3898
3.375,-1.9582
3.376,-1.2402
3.377,-0.3109
3.378,-2.1246
3.379,-0.2514
3.38,-0.4457
3.381,-0.8544
3.382,-0.7506
3.383,0.731
3.384,-0.6459
3.385,-0.4428
3.386,0.8394
3.387,-1.1594
3.388,-1.0711
3.389,0.997
3.39,-1.6876
3.391,-0.3237
3.392,-1.5182
3.393,0.4508
3.394,-2.8705
3.395,-2.238
3.396,0.1142
3.397,-0.3497
3.398,-0.3791
3.399,-0.1597
3.4,-2.0146
3.401,-1.2552
3.402,-1.2963
3.403,1.4802
3.404,-0.1062
3.405,-0.033
3.406,-0.0421
3.407,-1.1116
3.408,0.3885
3.409,0.1707
3.41,0.6391
3.411,-1.8864
3.412,0.2456
3.413,-2.8249
3.414,-0.7428
3.415,-0.9279
3.416,-0.5377
3.417,-1.5155
3.418,0.0288
3.419,-0.4062
3.42,-0.2073
3.421,-0.7325
3.422,0.4114
3.423,0.6765
3.424,0.4786
3.425,-1.1715
3.426,0.3155
3.427,1.2434
3.428,1.099
3.429,1.0286
3.43,0.4374
3.431,-0.4423
3.432,1.5901
3.433,-1.1791
3.434,0.0779
3.435,0.4395
3.436,-2.3559
3.437,0.4708
3.438,-0.5522
3.439,-0.5281
3.44,1.2783
3.441,0.3178
3.442,-1.2599
3.443,0.6375
3.444,0.089
3.445,0.5221
3.446,-0.43
3.447,0.5621
3.448,-0.2557
3.449,1.1235
3.45,1.2396
3.451,0.0231
3.452,0.4851
3.453,-0.9237
3.454,-1.3812
3.455,-1.0888
3.456,-0.3248
3.457,-0.2658
3.458,1.0312
3.459,0.0485
3.46,-0.7668
3.461,-0.0374
3.462,0.9274
3.463,-0.1074
3.464,0.2895
3.465,0.7784
3.466,-0.8263
3.467,0.2352
3.468,-0.1882
3.469,-0.7694
3.47,0.0645
3.471,-0.9039
3.472,-0.9478
3.473,-0.2913
3.474,-1.3678
3.475,-2.1576
3.476,-1.4595
3.477,-0.1971
3.478,0.1229
3.479,0.4265
3.48,0.9528
3.481,-1.2377
3.482,-1.174
3.483,-0.7192
3.484,0.3875
3.485,0.7275
3.486,0.1926
3.487,0.7235
3.488,-1.0216
3.489,-0.2602
3.49,0.3912
3.491,0.2135
3.492,-0.5661
3.493,-0.2816
3.494,-0.422
3.495,-0.6287
3.496,-0.7047
3.497,-1.8957
3.498,-0.1418
3.499,0.43
3.5,0.1601
3.501,-0.633
3.502,0.319
3.503,0.5434
3.504,-0.3722
3.505,-0.3208
3.506,-0.9362
3.507,-1.2504
3.508,0.6446
3.509,0.3554
3.51,-1.1324
3.511,0.4765
3.512,-0.4872
3.513,-1.9387
3.514,-1.1318
3.515,0.2392
3.516,-2.1424
3.517,0.5566
3.518,-0.7292
3.519,-0.3544
3.52,-0.0326
3.521,0.3666
3.522,-0.0055
3.523,-1.1646
3.524,0.6517
3.525,0.2278
3.526,-0.0329
3.527,1.4968
3.528,0.3117
3.529,0.276
3.53,-0.6734
3.531,-0.1329
3.532,-0.7438
3.533,-1.2285
3.534,0.7593
3.535,-1.3595
3.536,-1.2887
3.537,-1.1258
3.538,-0.4822
3.539,-0.1902
3.54,-1.1433
3.541,-0.1908
3.542,0.8694
3.543,-0.6326
3.544,0.5536
3.545,0.1949
3.546,-0.3782
3.547,0.1082
3.548,-0.0263
3.549,-0.4062
3.55,-0.1169
3.551,-0.3085
3.552,0.3178
3.553,-1.0329
3.554,-1.3026
3.555,-0.896
3.556,-0.717
3.557,-1.0285
3.558,0.2327
3.559,-0.5759
3.56,0.0853
3.561,0.3379
3.562,-0.5388
3.563,-0.0847
3.564,0.3436
3.565,-0.188
3.566,0.0817
3.567,-0.4867
3.568,-0.021
3.569,-0.6925
3.57,1.0815
3.571,-0.8634
3.572,-0.458
3.573,-0.5498
3.574,0.0219
3.575,-1.2437
3.576,-0.8567
3.577,-0.0647
3.578,-1.3107
3.579,0.1079
3.58,-0.013
3.581,0.1743
3.582,-0.4855
3.583,-0.5662
3.584,1.1086
3.585,0.2128
3.586,0.6533
3.587,0.392
3.588,-0.3869
3.589,0.3855
3.59,-0.2624
3.591,-1.1462
3.592,-0.4146
3.593,-0.9003
3.594,-0.579
3.595,-0.5139
3.596,-1.4031
3.597,0.1039
3.598,-0.2376
3.599,-0.1468
3.6,-0.8788
3.601,-0.443
3.602,0.1259
3.603,0.3846
3.604,-0.0955
3.605,0.6059
3.606,0.8398
3.607,-0.2239
3.608,-0.1018
3.609,0.8809
3.61,-0.3951
3.611,-0.1326
3.612,-0.0725
3.613,-0.3498
3.614,-1.3624
3.615,-0.6608
3.616,-0.6615
3.617,0.1494
3.618,0.098
3.619,-0.7625
3.62,-0.4844
3.621,-0.2064
3.622,0.4119
3.623,0.2821
3.624,0.0947
3.625,0.4765
3.626,-0.8483
3.627,0.1413
3.628,-0.5415
3.629,-0.3672
3.63,-1.1167
3.631,-0.5389
3.632,-0.4906
3.633,-0.6048
3.634,-0.0006
3.635,-0.4517
3.636,-0.5687
3.637,0.0504
3.638,-0.8381
3.639,-0.516
3.64,-0.0127
3.641,0.9963
3.642,-0.9122
3.643,0.4954
3.644,1.0178
3.645,0.3836
3.646,-0.109
3.647,-0.5119
3.648,-0.0842
3.649,-0.0109
3.65,-0.7699
3.651,-0.6292
3.652,-0.0216
3.653,-1.1309
3.654,-0.6076
3.655,-0.7061
3.656,-0.7502
3.657,-1.3945
3.658,-0.3247
3.659,-0.7173
3.66,-0.7099
3.661,-0.5089
3.662,-0.5348
3.663,-0.0488
3.664,0.8054
3.665,-0.0756
3.666,-0.5851
3.667,0.6738
3.668,0.1387
3.669,0.3817
3.67,0.3009
3.671,-0.9157
3.672,-0.3274
3.673,-0.9604
3.674,-0.3872
3.675,-0.8379
3.676,-0.4252
3.677,-0.1524
3.678,-0.2202
3.679,-0.4814
3.68,-0.1602
3.681,0.1469
3.682,0.7389
3.683,-0.093
3.684,0.3133
3.685,0.0621
3.686,-0.0162
3.687,0.2421
3.688,0.6613
3.689,-0.1226
3.69,-0.0799
3.691,-1.0672
3.692,0.1126
3.693,-0.1735
3.694,-0.9317
3.695,-0.5016
3.696,-0.5237
3.697,-0.7935
3.698,-0.5393
3.699,-0.2309
3.7,0.4796
3.701,-0.168
3.702,0.2371
3.703,0.2257
3.704,0.3607
3.705,0.3763
3.706,0.0755
3.707,0.2858
3.708,-0.3021
3.709,0.1329
3.71,-0.0426
3.711,-0.2254
3.712,-0.5048
3.713,-0.3515
3.714,-0.5073
3.715,-0.9135
3.716,-0.5888
3.717,0.0853
3.718,-0.5316
3.719,-0.1033
3.72,0.4512
3.721,-0.0369
3.722,-0.1607
3.723,0.5557
3.724,0.9606
3.725,0.5276
3.726,-0.0652
3.727,0.3275
3.728,0.2318
3.729,-0.0216
3.73,-0.2961
3.731,-0.3469
3.732,-0.9627
3.733,-0.5561
3.734,-0.9343
3.735,-0.3798
3.736,-0.5875
3.737,0.2223
3.738,-0.3926
3.739,0.0105
3.74,-0.8825
3.741,0.0882
3.742,-0.0064
3.743,0.0933
3.744,0.1298
3.745,0.1432
3.746,0.1228
3.747,0.4766
3.748,0.0953
3.749,-0.072
3.75,-0.2596
3.751,0.0347
3.752,-0.4489
3.753,-0.771
3.754,-0.4463
3.755,-0.7497
3.756,-0.1431
3.757,-0.3507
3.758,-0.3916
3.759,0.0028
3.76,-0.1001
3.761,-0.16
3.762,0.286
3.763,0.3552
3.764,0.2102
3.765,0.065
3.766,0.0466
3.767,0.0491
3.768,0.1659
3.769,0.1206
3.77,-0.442
3.771,-0.0898
3.772,-0.4742
3.773,-0.4703
3.774,-0.5459
3.775,-0.3531
3.776,-0.2787
3.777,-0.3203
3.778,-0.487
3.779,-0.2481
3.78,0.248
3.781,-0.0076
3.782,-0.0439
3.783,0.1675
3.784,0.1048
3.785,0.0531
3.786,0.2541
3.787,0.506
3.788,-0.1258
3.789,0.186
3.79,-0.2044
3.791,-0.281
3.792,-0.5883
3.793,-0.476
3.794,-0.4828
3.795,-0.5203
3.796,-0.668
3.797,-0.273
3.798,-0.2832
3.799,-0.0233
3.8,-0.2516
3.801,0.4603
3.802,0.234
3.803,0.4295
3.804,0.4043
3.805,0.3394
3.806,0.4093
3.807,0.1057
3.808,0.0224
3.809,-0.0336
3.81,-0.049
3.811,-0.0545
3.812,-0.4449
3.813,-0.6594
3.814,-0.4012
3.815,-0.5251
3.816,-0.5245
3.817,-0.4336
3.818,-0.4032
3.819,-0.1478
3.82,-0.0773
3.821,-0.1137
3.822,0.1605
3.823,0.2804
3.824,0.2872
3.825,0.2394
3.826,0.2539
3.827,0.2694
3.828,0.218
3.829,0.0504
3.83,-0.0207
3.831,-0.2594
3.832,-0.1908
3.833,-0.5581
3.834,-0.4541
3.835,-0.2948
3.836,-0.2958
3.837,-0.3712
3.838,-0.28
3.839,-0.2025
3.84,-0.0585
3.841,0.1588
3.842,0.2726
3.843,0.4186
3.844,0.3329
3.845,0.2688
3.846,0.3508
3.847,0.1711
3.848,-0.0069
3.849,0.1539
3.85,-0.1521
3.851,-0.4269
3.852,-0.2188
3.853,-0.5389
3.854,-0.4745
3.855,-0.5488
3.856,-0.4123
3.857,-0.3383
3.858,-0.2972
3.859,-0.0825
3.86,-0.1209
3.861,0.1886
3.862,0.1493
3.863,0.2668
3.864,0.4392
3.865,0.2733
3.866,0.325
3.867,0.2401
3.868,0.1416
3.869,0.0577
3.87,-0.1405
3.871,-0.1139
3.872,-0.4814
3.873,-0.4257
3.874,-0.4977
3.875,-0.3557
3.876,-0.5029
3.877,-0.3896
3.878,-0.231
3.879,-0.0387
3.88,-0.0642
3.881,0.3135
3.882,0.2702
3.883,0.2767
3.884,0.5208
3.885,0.4328
3.886,0.363
3.887,0.3849
3.888,0.1523
3.889,-0.0654
3.89,-0.0984
3.891,-0.1423
3.892,-0.2687
3.893,-0.4063
3.894,-0.4343
3.895,-0.4732
3.896,-0.4604
3.897,-0.4108
3.898,-0.2861
3.899,-0.1413
3.9,-0.0282
3.901,0.0757
3.902,0.246
3.903,0.1832
3.904,0.3817
3.905,0.4139
3.906,0.3533
3.907,0.2424
3.908,0.1881
3.909,0.0685
3.91,-0.1279
3.911,-0.1266
3.912,-0.2769
3.913,-0.471
3.914,-0.4199
3.915,-0.4375
3.916,-0.3595
3.917,-0.358
3.918,-0.2242
3.919,-0.0402
3.92,0.0251
3.921,0.105
3.922,0.344
3.923,0.3535
3.924,0.3559
3.925,0.4429
3.926,0.3766
3.927,0.2692
3.928,0.1597
3.929,-0.0536
3.93,-0.0029
3.931,-0.2455
3.932,-0.376
3.933,-0.3245
3.934,-0.4404
3.935,-0.4101
3.936,-0.3049
3.937,-0.3224
3.938,-0.2189
3.939,-0.0159
3.94,-0.0523
3.941,0.099
3.942,0.264
3.943,0.3541
3.944,0.3916
3.945,0.3962
3.946,0.4563
3.947,0.3493
3.948,0.2998
3.949,0.0783
3.95,-0.0747
3.951,-0.1528
3.952,-0.3307
3.953,-0.2432
3.954,-0.4493
3.955,-0.2959
3.956,-0.4304
3.957,-0.2627
3.958,-0.1929
3.959,-0.0919
3.96,0.001
3.961,0.2991
3.962,0.327
3.963,0.4506
3.964,0.4148
3.965,0.4014
3.966,0.2647
3.967,0.3252
3.968,0.1711
3.969,0.1437
3.97,-0.0425
3.971,-0.1372
3.972,-0.2381
3.973,-0.3276
3.974,-0.3303
3.975,-0.3412
3.976,-0.394
3.977,-0.2689
3.978,-0.1458
3.979,-0.098
3.98,0.0847
3.981,0.2043
3.982,0.3002
3.983,0.422
3.984,0.488
3.985,0.4308
3.986,0.4178
3.987,0.351
3.988,0.2842
3.989,0.1577
3.99,0.0085
3.991,-0.1437
3.992,-0.2882
3.993,-0.3218
3.994,-0.3584
3.995,-0.3703
3.996,-0.297
3.997,-0.2067
3.998,-0.1646
3.999,-0.0197
4.0,0.0632
4.001,0.2359
4.002,0.2912
4.003,0.4582
4.004,0.4675
4.005,0.5385
4.006,0.4372
4.007,0.4046
4.008,0.2557
4.009,0.1173
4.01,-0.058
4.011,-0.0606
4.012,-0.2523
4.013,-0.2591
4.014,-0.3355
4.015,-0.3387
4.016,-0.3154
4.017,-0.1368
4.018,-0.1455
4.019,-0.0435
4.02,0.07
4.021,0.3738
4.022,0.3212
4.023,0.3487
4.024,0.4472
4.025,0.4737
4.026,0.4249
4.027,0.3907
4.028,0.281
4.029,0.23
4.03,0.1192
4.031,-0.1157
4.032,-0.2298
4.033,-0.3409
4.034,-0.3378
4.035,-0.2909
4.036,-0.2365
4.037,-0.2276
4.038,-0.125
4.039,0.0447
4.04,0.1127
4.041,0.3954
4.042,0.2878
4.043,0.4991
4.044,0.4586
4.045,0.537
4.046,0.4179
4.047,0.3402
4.048,0.1907
4.049,0.1346
4.05,0.1575
4.051,-0.1086
4.052,-0.0935
4.053,-0.2405
4.054,-0.207
4.055,-0.2795
4.056,-0.2747
4.057,-0.1546
4.058,-0.0694
4.059,-0.0045
4.06,0.2009
4.061,0.233
4.062,0.3974
4.063,0.4442
4.064,0.4819
4.065,0.5959
4.066,0.4368
4.067,0.4662
4.068,0.3253
4.069,0.1657
4.07,0.1267
4.071,-0.1509
4.072,-0.1496
4.073,-0.1688
4.074,-0.2288
4.075,-0.2969
4.076,-0.2907
4.077,-0.251
4.078,-0.0476
4.079,0.0936
4.08,0.2064
4.081,0.307
4.082,0.5454
4.083,0.4873
4.084,0.5412
4.085,0.6022
4.086,0.5236
4.087,0.3369
4.088,0.3283
4.089,0.2438
4.09,0.1419
4.091,-0.1074
4.092,-0.0925
4.093,-0.3186
4.094,-0.2902
4.095,-0.3317
4.096,-0.2328
4.097,-0.2225
4.098,-0.1318
4.099,0.0076
4.1,0.252
4.101,0.2686
4.102,0.428
4.103,0.526
4.104,0.5523
4.105,0.5895
4.106,0.4549
4.107,0.4018
4.108,0.3601
4.109,0.2433
4.11,0.1008
4.111,-0.0401
4.112,-0.1619
4.113,-0.1523
4.114,-0.1865
4.115,-0.1715
4.116,-0.1912
4.117,-0.1093
4.118,-0.0366
4.119,0.0372
4.12,0.1673
4.121,0.2873
4.122,0.3905
4.123,0.4499
4.124,0.5699
4.125,0.5742
4.126,0.4584
4.127,0.3535
4.128,0.2923
4.129,0.2709
4.13,0.0604
4.131,0.0265
4.132,-0.1091
4.133,-0.1666
4.134,-0.2698
4.135,-0.2373
4.136,-0.1934
4.137,-0.0802
4.138,-0.0576
4.139,0.0896
4.14,0.2184
4.141,0.4291
4.142,0.4292
4.143,0.523
4.144,0.6355
4.145,0.5451
4.146,0.6352
4.147,0.5115
4.148,0.3449
4.149,0.1665
4.15,0.0128
4.151,-0.0633
4.152,-0.1122
4.153,-0.1908
4.154,-0.1874
4.155,-0.2329
4.156,-0.1286
4.157,-0.0799
4.158,-0.0543
4.159,0.0967
4.16,0.225
4.161,0.3195
4.162,0.447
4.163,0.5651
4.164,0.6157
4.165,0.6407
4.166,0.6779
4.167,0.4611
4.168,0.3755
4.169,0.2266
4.17,0.1152
4.171,0.0018
4.172,-0.0591
4.173,-0.1552
4.174,-0.175
4.175,-0.1742
4.176,-0.1154
4.177,-0.1693
4.178,-0.0031
4.179,0.1218
4.18,0.2828
4.181,0.4281
4.182,0.4382
4.183,0.571
4.184,0.5471
4.185,0.5822
4.186,0.6631
4.187,0.5353
4.188,0.3102
4.189,0.2261
4.19,0.2482
4.191,0.0501
4.192,-0.1381
4.193,-0.1145
4.194,-0.1703
4.195,-0.2327
4.196,-0.0943
4.197,-0.052
4.198,0.0879
4.199,0.1913
4.2,0.2625
4.201,0.3045
4.202,0.5481
4.203,0.6434
4.204,0.5929
4.205,0.5749
4.206,0.654
4.207,0.5746
4.208,0.4017
4.209,0.3226
4.21,0.2404
4.211,0.1263
4.212,-0.0906
4.213,-0.1785
4.214,-0.2644
4.215,-0.1562
4.216,-0.1231
4.217,-0.1641
4.218,0.0354
4.219,0.2245
4.22,0.3414
4.221,0.4699
4.222,0.4811
4.223,0.6545
4.224,0.6606
4.225,0.6366
4.226,0.5738
4.227,0.5323
4.228,0.4955
4.229,0.2752
4.23,0.2016
4.231,0.0779
4.232,-0.0427
4.233,-0.1469
4.234,-0.1216
4.235,-0.2082
4.236,-0.1036
4.237,-0.0827
4.238,0.0021
4.239,0.1795
4.24,0.3352
4.241,0.457
4.242,0.5401
4.243,0.5509
4.244,0.6824
4.245,0.7155
4.246,0.6057
4.247,0.5276
4.248,0.5073
4.249,0.307
4.25,0.2671
4.251,0.0502
4.252,0.0213
4.253,-0.0839
4.254,-0.2114
4.255,-0.1701
4.256,-0.0425
4.257,-0.0658
4.258,0.0926
4.259,0.2113
4.26,0.3033
4.261,0.4318
4.262,0.4655
4.263,0.6393
4.264,0.789
4.265,0.5443
4.266,0.6059
4.267,0.5486
4.268,0.3745
4.269,0.3553
4.27,0.3089
4.271,0.1881
4.272,-0.0441
4.273,-0.1061
4.274,-0.1632
4.275,-0.1217
4.276,-0.1352
4.277,-0.0114
4.278,0.1067
4.279,0.2918
4.28,0.315
4.281,0.37
4.282,0.5289
4.283,0.5865
4.284,0.6136
4.285,0.7276
4.286,0.5687
4.287,0.5581
4.288,0.4982
4.289,0.3747
4.29,0.1941
4.291,0.1719
4.292,0.0389
4.293,-0.1069
4.294,-0.1399
4.295,-0.1369
4.296,-0.1842
4.297,0.031
4.298,0.0989
4.299,0.2091
4.3,0.414
4.301,0.3894
4.302,0.4784
4.303,0.6233
4.304,0.6575
4.305,0.786
4.306,0.6394
4.307,0.5826
4.308,0.4721
4.309,0.3285
4.31,0.1443
4.311,0.0941
4.312,0.0745
4.313,0.0143
4.314,-0.0643
4.315,-0.1179
4.316,-0.0752
4.317,0.0204
4.318,0.119
4.319,0.2869
4.32,0.397
4.321,0.4701
4.322,0.6119
4.323,0.6221
4.324,0.6361
4.325,0.6008
4.326,0.6538
4.327,0.6344
4.328,0.4307
4.329,0.3654
4.33,0.2811
4.331,0.0726
4.332,0.0311
4.333,-0.1168
4.334,-0.0243
4.335,-0.1449
4.336,-0.0215
4.337,-0.0195
4.338,0.1548
4.339,0.1699
4.34,0.3667
4.341,0.4982
4.342,0.6137
4.343,0.6614
4.344,0.7629
4.345,0.6895
4.346,0.6278
4.347,0.6129
4.348,0.4725
4.349,0.3595
4.35,0.3029
4.351,0.0779
4.352,0.0845
4.353,-0.0466
4.354,-0.0813
4.355,-0.034
4.356,0.0571
4.357,0.0243
4.358,0.175
4.359,0.2931
4.36,0.4012
4.361,0.4003
4.362,0.6271
4.363,0.6088
4.364,0.5966
4.365,0.5741
4.366,0.695
4.367,0.6459
4.368,0.5016
4.369,0.3962
4.37,0.1544
4.371,0.1443
4.372,0.0821
4.373,0.0133
4.374,-0.1409
4.375,-0.063
4.376,-0.0971
4.377,0.0699
4.378,0.2218
4.379,0.2402
4.38,0.3202
4.381,0.4528
4.382,0.5979
4.383,0.6627
4.384,0.6522
4.385,0.8035
4.386,0.6807
4.387,0.6175
4.388,0.546
4.389,0.456
4.39,0.1421
4.391,0.1616
4.392,-0.0088
4.393,-0.0229
4.394,0.0115
4.395,-0.2054
4.396,-0.0066
4.397,0.0371
4.398,0.1596
4.399,0.2666
4.4,0.4322
4.401,0.5404
4.402,0.6394
4.403,0.6431
4.404,0.7335
4.405,0.7461
4.406,0.6694
4.407,0.6213
4.408,0.4675
4.409,0.3568
4.41,0.3101
4.411,0.1722
4.412,0.0392
4.413,-0.0784
4.414,-0.1499
4.415,-0.0034
4.416,0.0581
4.417,0.0155
4.418,0.1726
4.419,0.2385
4.42,0.4251
4.421,0.5277
4.422,0.608
4.423,0.7258
4.424,0.693
4.425,0.734
4.426,0.605
4.427,0.6413
4.428,0.5521
4.429,0.3275
4.43,0.2985
4.431,0.1693
4.432,0.0934
4.433,-0.0506
4.434,-0.1032
4.435,-0.0384
4.436,0.0067
4.437,-0.0144
4.438,0.0961
4.439,0.2703
4.44,0.3204
4.441,0.5469
4.442,0.5771
4.443,0.7255
4.444,0.7586
4.445,0.6873
4.446,0.6089
4.447,0.5706
4.448,0.5736
4.449,0.3871
4.45,0.2013
4.451,0.096
4.452,0.0522
4.453,0.0346
4.454,-0.1025
4.455,-0.0203
4.456,0.092
4.457,0.1102
4.458,0.0969
4.459,0.2218
4.46,0.3624
4.461,0.4769
4.462,0.668
4.463,0.7471
4.464,0.6646
4.465,0.6313
4.466,0.665
4.467,0.5726
4.468,0.5476
4.469,0.4391
4.47,0.2687
4.471,0.1189
4.472,0.004
4.473,-0.0942
4.474,-0.0977
4.475,-0.0872
4.476,-0.0342
4.477,0.0566
4.478,0.092
4.479,0.2457
4.48,0.4211
4.481,0.4623
4.482,0.6731
4.483,0.5609
4.484,0.6802
4.485,0.7495
4.486,0.6538
4.487,0.5519
4.488,0.4883
4.489,0.3632
4.49,0.2818
4.491,0.1692
4.492,0.0543
4.493,-0.0458
